0,0;0,1;0,0;-0,9950041652780258
0,0;0,05008329167658593;-0,09997906500430982;-0,9937481873621835
1,0;-0,07492695166817176;-0,0501533792515461;-0,9959366082166194
2,0;-0,08765189887311206;0,07481475863124229;-0,9933624070554626
3,0;0,030932712676221524;0,08765683154235354;-0,9956797617310413
4,0;0,10312565421508504;-0,03075002133558284;-0,9942144786912654
5,0;0,02090415144227903;-0,10312413178664004;-0,9944642229041916
6,0;-0,09267129485127802;-0,021036737530065963;-0,9954878155631675
7,0;-0,06743867799959843;0,09262018823405155;-0,9934376244265696
8,0;0,05887529592563909;0,06747268534940501;-0,9959910687078191
9,0;0,09692733698712784;-0,05872359662369574;-0,9935819918000851
