0,5;0,0;0,0
0,4400718076744746;-0,3328586006914067;0,0
0,22039195331868228;-0,5486657649875892;0,5
-0,0812674432441135;-0,5627297836099293;1,0
-0,3524850826701626;-0,3698196963037166;1,5
-0,49424103518492546;-0,04633008041438852;2,0
-0,4581106192383354;0,29338799750754246;2,5
-0,25613482908097357;0,5306232695255939;3,0
0,04084472798454092;0,5735424280755266;3,5
0,3225117705084286;0,40485917137803806;4,0
0,48532262778001334;0,09237483659563023;4,5
0,47319832659094363;-0,25211634774316705;5,0
0,29017321637810317;-0,5091093225994902;5,5
-1,462204650942156E-4;-0,5805657634541082;6,0
-0,29041082463407664;-0,43735627276185807;6,5
-0,473295727120979;-0,13785871184103426;7,0
-0,48524730975830355;0,20931040169392032;7,5
-0,32228871716920104;0,48428631829487634;8,0
-0,04055327474259507;0,5837419649630204;8,5
0,2563854777663673;0,46708458397375374;9,0
0,4582295394922014;0,182507630226528;9,5
0,4941882312991803;-0,1652411982748612;10,0
0,35227798668954496;-0,4563388864466961;10,5
0,08097894415934054;-0,5830433194250747;11,0
-0,22065402414436325;-0,4938320181793793;11,5
-0,4402115536270458;-0,2260496294508377;12,0
-0,49997001097383276;0,1201826955775314;12,5
-0,3799537606172907;0,42547126478157216;13,0
-0,12085843720938261;0,5784728602909331;13,5
0,18344854630486318;0,5174033006878448;14,0
0,4193475300636239;0,2682156659056359;14,5
0,5025597876134704;-0,07441068010158217;15,0
0,4051456487623605;-0,39190458886105295;15,5
0,15992427654212574;-0,5700644693874414;16,0
-0,14501338938833794;-0,5376224925727221;16,5
-0,39576142585264773;-0,30874063761043996;17,0
-0,5019428858283228;0,028201917741362353;17,5
-0,4277007175344635;0,3558742032506166;18,0
-0,1979161492434307;0,5578824308017503;18,5
0,1056033897123656;0,5543354697641899;19,0
0,36959522255760985;0,347364657054267;19,5

